issue_id,customer_id,issue_date,issue_month,issue_year,issue_type,resolution_time_hrs,resolved,city
21500,380,2022-04-22,April,2022,Call Drop,20,Yes,delhi
21501,180,2023-04-08,April,2023,No Signal,58,Yes,kolkata
21502,421,2022-02-21,February,2022,Call Drop,38,Yes,chennai
21503,180,2023-10-11,October,2023,Slow Internet,1,Yes,kolkata
21504,126,2022-09-12,September,2022,Slow Internet,69,Yes,chennai
21505,499,2023-09-19,September,2023,Call Drop,54,Yes,delhi
21506,283,2022-06-07,June,2022,Slow Internet,14,Yes,hyderabad
21507,418,2022-10-27,October,2022,Slow Internet,25,Yes,mumbai
21508,356,2023-03-03,March,2023,Call Drop,9,Yes,bangalore
21509,190,2024-02-15,February,2024,Call Drop,61,Yes,hyderabad
21510,16,2024-05-16,May,2024,Call Drop,52,No,bangalore
21511,315,2022-11-03,November,2022,No Signal,8,Yes,kolkata
21512,21,2022-04-09,April,2022,Call Drop,16,Yes,hyderabad
21513,16,2022-05-01,May,2022,Call Drop,8,Yes,bangalore
21514,465,2023-08-25,August,2023,No Signal,23,Yes,bangalore
21515,463,2022-01-30,January,2022,Slow Internet,34,Yes,delhi
21516,269,2022-08-18,August,2022,No Signal,18,Yes,chennai
21517,33,2023-10-13,October,2023,Slow Internet,44,Yes,kolkata
21518,182,2022-09-11,September,2022,No Signal,15,Yes,bangalore
21519,69,2023-02-08,February,2023,Call Drop,15,Yes,mumbai
21520,411,2023-05-09,May,2023,No Signal,23,Yes,hyderabad
21521,52,2022-01-31,January,2022,Call Drop,65,Yes,chennai
21522,65,2022-06-11,June,2022,Slow Internet,71,No,delhi
21523,300,2023-03-08,March,2023,Call Drop,32,No,mumbai
21524,414,2022-06-05,June,2022,No Signal,32,Yes,delhi
21525,407,2022-11-19,November,2022,No Signal,33,Yes,chennai
21526,335,2023-09-21,September,2023,Slow Internet,43,Yes,kolkata
21527,228,2022-07-10,July,2022,Call Drop,13,Yes,hyderabad
21528,467,2022-06-25,June,2022,Slow Internet,9,Yes,hyderabad
21529,222,2023-06-01,June,2023,Call Drop,62,Yes,bangalore
21530,272,2024-04-24,April,2024,Call Drop,57,Yes,chennai
21531,439,2023-06-08,June,2023,Slow Internet,48,Yes,chennai
21532,18,2023-07-25,July,2023,Slow Internet,43,Yes,delhi
21533,218,2024-04-12,April,2024,Call Drop,67,Yes,delhi
21534,273,2024-03-30,March,2024,Slow Internet,32,Yes,kolkata
21535,459,2024-03-21,March,2024,Call Drop,60,Yes,chennai
21536,308,2024-02-01,February,2024,Slow Internet,1,Yes,chennai
21537,173,2022-12-05,December,2022,Slow Internet,57,Yes,delhi
21538,56,2023-08-28,August,2023,Slow Internet,69,Yes,chennai
21539,349,2022-11-15,November,2022,No Signal,69,No,kolkata
21540,438,2022-04-21,April,2022,Slow Internet,68,Yes,hyderabad
21541,9,2024-03-28,March,2024,No Signal,61,Yes,bangalore
21542,497,2024-05-29,May,2024,Call Drop,8,Yes,kolkata
21543,401,2024-03-17,March,2024,Call Drop,7,Yes,chennai
21544,283,2023-04-18,April,2023,Slow Internet,37,No,hyderabad
21545,293,2024-04-27,April,2024,No Signal,42,No,chennai
21546,22,2022-01-17,January,2022,Call Drop,32,Yes,hyderabad
21547,72,2022-08-08,August,2022,No Signal,17,Yes,kolkata
21548,451,2023-05-02,May,2023,No Signal,28,No,delhi
21549,422,2024-03-21,March,2024,Call Drop,70,Yes,hyderabad
21550,355,2022-11-01,November,2022,No Signal,48,No,bangalore
21551,480,2023-06-01,June,2023,No Signal,54,Yes,hyderabad
21552,328,2022-05-09,May,2022,Call Drop,42,Yes,kolkata
21553,172,2024-04-14,April,2024,Slow Internet,36,Yes,chennai
21554,123,2023-09-16,September,2023,Slow Internet,66,Yes,bangalore
21555,91,2022-01-24,January,2022,No Signal,31,Yes,chennai
21556,224,2023-06-25,June,2023,Slow Internet,65,Yes,delhi
21557,292,2022-05-12,May,2022,Call Drop,3,Yes,delhi
21558,354,2023-07-10,July,2023,Call Drop,13,Yes,kolkata
21559,252,2022-11-17,November,2022,Call Drop,31,Yes,hyderabad
21560,409,2023-05-12,May,2023,No Signal,29,Yes,kolkata
21561,479,2024-06-06,June,2024,Call Drop,57,Yes,mumbai
21562,298,2023-12-20,December,2023,No Signal,33,Yes,mumbai
21563,367,2023-01-17,January,2023,No Signal,53,Yes,kolkata
21564,256,2022-08-04,August,2022,Call Drop,10,Yes,kolkata
21565,13,2024-01-26,January,2024,Call Drop,63,Yes,kolkata
21566,440,2023-06-27,June,2023,No Signal,65,Yes,mumbai
21567,335,2024-02-17,February,2024,Call Drop,2,Yes,kolkata
21568,118,2022-01-11,January,2022,Slow Internet,2,Yes,hyderabad
21569,435,2022-03-23,March,2022,No Signal,69,Yes,bangalore
21570,178,2022-06-05,June,2022,No Signal,37,Yes,chennai
21571,461,2022-06-15,June,2022,Call Drop,2,Yes,chennai
21572,308,2022-07-27,July,2022,Call Drop,61,Yes,chennai
21573,500,2022-01-24,January,2022,No Signal,40,Yes,mumbai
21574,161,2024-03-17,March,2024,No Signal,63,Yes,bangalore
21575,95,2024-06-05,June,2024,No Signal,25,Yes,mumbai
21576,409,2023-11-22,November,2023,Call Drop,38,Yes,kolkata
21577,368,2022-11-28,November,2022,No Signal,37,Yes,kolkata
21578,314,2023-07-16,July,2023,Slow Internet,27,No,chennai
21579,168,2023-06-03,June,2023,Slow Internet,50,Yes,delhi
21580,87,2023-05-26,May,2023,Call Drop,34,Yes,hyderabad
21581,422,2023-09-04,September,2023,No Signal,44,No,hyderabad
21582,3,2023-08-16,August,2023,No Signal,4,Yes,mumbai
21583,372,2022-08-29,August,2022,Slow Internet,52,Yes,chennai
21584,16,2024-04-15,April,2024,No Signal,55,Yes,bangalore
21585,130,2022-06-30,June,2022,Call Drop,12,Yes,kolkata
21586,23,2022-10-20,October,2022,Call Drop,14,Yes,kolkata
21587,98,2022-03-24,March,2022,Call Drop,35,Yes,chennai
21588,158,2023-07-20,July,2023,No Signal,6,Yes,kolkata
21589,239,2022-03-31,March,2022,No Signal,47,No,hyderabad
21590,10,2023-03-15,March,2023,Slow Internet,23,Yes,bangalore
21591,321,2023-12-16,December,2023,Slow Internet,68,Yes,hyderabad
21592,22,2023-06-27,June,2023,Call Drop,65,Yes,hyderabad
21593,308,2022-07-12,July,2022,No Signal,59,No,chennai
21594,367,2023-05-03,May,2023,No Signal,9,No,kolkata
21595,184,2023-09-04,September,2023,Call Drop,58,Yes,delhi
21596,417,2022-12-15,December,2022,Call Drop,48,Yes,bangalore
21597,217,2022-03-30,March,2022,Slow Internet,63,Yes,chennai
21598,214,2022-05-03,May,2022,Slow Internet,9,Yes,chennai
21599,336,2023-01-09,January,2023,Call Drop,44,Yes,bangalore
21600,158,2022-02-16,February,2022,No Signal,46,No,kolkata
21601,210,2023-03-09,March,2023,Slow Internet,15,Yes,kolkata
21602,408,2022-05-26,May,2022,Call Drop,53,Yes,chennai
21603,133,2022-01-03,January,2022,No Signal,48,Yes,kolkata
21604,53,2023-06-14,June,2023,Call Drop,42,Yes,mumbai
21605,229,2022-11-10,November,2022,No Signal,17,Yes,hyderabad
21606,183,2022-11-23,November,2022,Slow Internet,35,Yes,hyderabad
21607,23,2022-03-22,March,2022,No Signal,31,Yes,kolkata
21608,106,2022-06-02,June,2022,No Signal,4,Yes,bangalore
21609,91,2023-02-06,February,2023,Call Drop,48,Yes,chennai
21610,119,2024-03-30,March,2024,No Signal,14,Yes,kolkata
21611,460,2023-05-03,May,2023,Slow Internet,25,Yes,hyderabad
21612,138,2024-03-21,March,2024,Call Drop,46,Yes,delhi
21613,482,2022-03-08,March,2022,Call Drop,48,Yes,mumbai
21614,120,2022-03-30,March,2022,Call Drop,40,Yes,bangalore
21615,161,2022-05-15,May,2022,Call Drop,50,Yes,bangalore
21616,208,2024-05-28,May,2024,Call Drop,7,Yes,hyderabad
21617,349,2022-07-21,July,2022,Call Drop,60,Yes,kolkata
21618,318,2023-03-04,March,2023,Call Drop,35,Yes,delhi
21619,338,2022-06-28,June,2022,Slow Internet,63,Yes,delhi
21620,155,2022-12-05,December,2022,Slow Internet,20,Yes,mumbai
21621,263,2022-03-20,March,2022,Call Drop,16,Yes,chennai
21622,356,2023-08-20,August,2023,No Signal,22,Yes,bangalore
21623,155,2023-06-17,June,2023,Call Drop,36,Yes,mumbai
21624,330,2023-01-13,January,2023,Call Drop,19,Yes,mumbai
21625,394,2022-06-14,June,2022,Call Drop,2,Yes,delhi
21626,459,2023-06-24,June,2023,No Signal,68,No,chennai
21627,313,2024-01-19,January,2024,Slow Internet,7,Yes,chennai
21628,286,2024-03-10,March,2024,No Signal,47,Yes,chennai
21629,259,2023-11-28,November,2023,No Signal,49,Yes,chennai
21630,157,2024-04-01,April,2024,No Signal,43,Yes,chennai
21631,14,2022-06-04,June,2022,No Signal,32,Yes,mumbai
21632,77,2022-05-03,May,2022,Call Drop,17,Yes,delhi
21633,339,2023-08-22,August,2023,Slow Internet,14,Yes,bangalore
21634,409,2022-07-21,July,2022,No Signal,32,Yes,kolkata
21635,394,2022-02-09,February,2022,Slow Internet,60,Yes,delhi
21636,335,2022-06-18,June,2022,Call Drop,60,Yes,kolkata
21637,220,2022-03-11,March,2022,Call Drop,52,Yes,bangalore
21638,232,2024-03-02,March,2024,Slow Internet,66,Yes,mumbai
21639,433,2022-11-26,November,2022,Call Drop,4,Yes,chennai
21640,294,2023-03-16,March,2023,Slow Internet,63,Yes,hyderabad
21641,455,2023-02-03,February,2023,No Signal,33,Yes,delhi
21642,142,2023-05-08,May,2023,Call Drop,1,No,kolkata
21643,251,2022-12-20,December,2022,Call Drop,64,Yes,kolkata
21644,414,2022-11-24,November,2022,Slow Internet,37,Yes,delhi
21645,296,2023-05-13,May,2023,Call Drop,70,Yes,hyderabad
21646,140,2023-02-23,February,2023,No Signal,7,Yes,delhi
21647,476,2023-05-18,May,2023,Call Drop,24,Yes,bangalore
21648,498,2023-06-23,June,2023,Call Drop,68,Yes,delhi
21649,142,2022-12-11,December,2022,Call Drop,55,Yes,kolkata
21650,129,2023-10-05,October,2023,Slow Internet,3,Yes,bangalore
21651,324,2024-02-28,February,2024,No Signal,23,No,delhi
21652,305,2023-01-12,January,2023,No Signal,36,Yes,chennai
21653,18,2022-10-22,October,2022,Call Drop,57,Yes,delhi
21654,243,2022-10-15,October,2022,Call Drop,48,Yes,hyderabad
21655,164,2022-09-11,September,2022,Slow Internet,13,Yes,chennai
21656,320,2023-03-10,March,2023,No Signal,61,Yes,hyderabad
21657,96,2023-05-16,May,2023,Call Drop,24,Yes,hyderabad
21658,28,2022-03-26,March,2022,No Signal,43,Yes,delhi
21659,476,2023-06-05,June,2023,Call Drop,33,Yes,bangalore
21660,230,2023-07-16,July,2023,Call Drop,24,Yes,chennai
21661,416,2023-05-28,May,2023,Slow Internet,22,Yes,bangalore
21662,456,2023-05-31,May,2023,No Signal,52,Yes,kolkata
21663,25,2023-05-31,May,2023,No Signal,6,Yes,delhi
21664,175,2023-05-12,May,2023,Call Drop,19,Yes,kolkata
21665,404,2023-08-25,August,2023,Call Drop,29,Yes,hyderabad
21666,161,2022-06-11,June,2022,Slow Internet,64,Yes,bangalore
21667,30,2023-10-29,October,2023,Call Drop,14,Yes,hyderabad
21668,165,2023-06-11,June,2023,No Signal,30,Yes,mumbai
21669,208,2022-12-31,December,2022,Slow Internet,71,Yes,hyderabad
21670,437,2023-06-28,June,2023,No Signal,21,Yes,hyderabad
21671,473,2023-03-01,March,2023,Slow Internet,65,Yes,delhi
21672,102,2023-07-29,July,2023,No Signal,4,Yes,delhi
21673,373,2022-12-30,December,2022,Call Drop,46,Yes,bangalore
21674,106,2022-04-18,April,2022,No Signal,8,Yes,bangalore
21675,330,2022-01-14,January,2022,No Signal,18,Yes,mumbai
21676,69,2022-01-23,January,2022,Slow Internet,60,Yes,mumbai
21677,8,2023-09-15,September,2023,No Signal,45,Yes,mumbai
21678,123,2022-11-17,November,2022,Call Drop,31,Yes,bangalore
21679,353,2023-05-25,May,2023,Slow Internet,28,Yes,delhi
21680,101,2023-11-03,November,2023,Slow Internet,64,Yes,mumbai
21681,1,2022-02-10,February,2022,No Signal,37,Yes,kolkata
21682,351,2024-03-04,March,2024,Slow Internet,67,Yes,bangalore
21683,7,2022-10-31,October,2022,Call Drop,68,No,bangalore
21684,318,2023-10-18,October,2023,No Signal,35,Yes,delhi
21685,111,2023-02-19,February,2023,Call Drop,36,Yes,mumbai
21686,343,2023-03-26,March,2023,No Signal,57,Yes,delhi
21687,186,2024-03-10,March,2024,No Signal,70,Yes,hyderabad
21688,216,2023-01-29,January,2023,Slow Internet,4,Yes,chennai
21689,462,2023-10-27,October,2023,Slow Internet,49,Yes,hyderabad
21690,343,2023-08-17,August,2023,Slow Internet,39,Yes,delhi
21691,123,2022-12-31,December,2022,No Signal,18,Yes,bangalore
21692,201,2024-01-08,January,2024,Slow Internet,60,Yes,bangalore
21693,8,2023-03-05,March,2023,Call Drop,10,Yes,mumbai
21694,64,2022-06-01,June,2022,Slow Internet,23,Yes,bangalore
21695,136,2022-09-16,September,2022,Call Drop,68,Yes,chennai
21696,387,2024-04-09,April,2024,Slow Internet,59,Yes,bangalore
21697,383,2023-08-14,August,2023,No Signal,7,Yes,kolkata
21698,186,2023-12-08,December,2023,Slow Internet,13,Yes,hyderabad
21699,127,2022-08-11,August,2022,Call Drop,3,Yes,delhi
21700,416,2022-09-23,September,2022,Call Drop,40,Yes,bangalore
21701,372,2022-08-18,August,2022,Slow Internet,11,Yes,chennai
21702,452,2023-03-15,March,2023,Call Drop,51,Yes,delhi
21703,49,2022-05-30,May,2022,No Signal,23,Yes,chennai
21704,166,2023-04-02,April,2023,Slow Internet,32,Yes,delhi
21705,386,2022-05-16,May,2022,Call Drop,41,Yes,chennai
21706,127,2023-09-27,September,2023,Slow Internet,42,Yes,delhi
21707,393,2024-05-19,May,2024,Slow Internet,38,Yes,kolkata
21708,302,2023-02-03,February,2023,Slow Internet,67,Yes,kolkata
21709,321,2023-09-14,September,2023,Slow Internet,42,Yes,hyderabad
21710,177,2022-05-23,May,2022,Slow Internet,43,Yes,kolkata
21711,203,2022-03-11,March,2022,No Signal,33,No,mumbai
21712,157,2022-02-23,February,2022,Slow Internet,37,Yes,chennai
21713,346,2024-04-23,April,2024,No Signal,57,Yes,chennai
21714,219,2023-02-07,February,2023,Slow Internet,64,Yes,bangalore
21715,486,2023-07-06,July,2023,Call Drop,64,Yes,chennai
21716,285,2023-12-10,December,2023,Slow Internet,60,Yes,hyderabad
21717,289,2022-01-27,January,2022,Slow Internet,52,No,hyderabad
21718,28,2024-04-21,April,2024,Call Drop,68,No,delhi
21719,351,2022-10-26,October,2022,No Signal,27,Yes,bangalore
21720,83,2023-11-23,November,2023,No Signal,59,Yes,bangalore
21721,112,2023-07-12,July,2023,No Signal,19,No,chennai
21722,154,2023-10-16,October,2023,No Signal,3,Yes,chennai
21723,370,2022-11-16,November,2022,Call Drop,39,Yes,kolkata
21724,29,2023-03-21,March,2023,No Signal,66,Yes,kolkata
21725,395,2022-04-08,April,2022,No Signal,56,Yes,delhi
21726,489,2022-05-06,May,2022,No Signal,6,Yes,chennai
21727,480,2022-02-27,February,2022,No Signal,28,Yes,hyderabad
21728,213,2022-06-26,June,2022,No Signal,48,Yes,hyderabad
21729,102,2023-12-20,December,2023,Slow Internet,48,Yes,delhi
21730,418,2022-10-12,October,2022,Slow Internet,67,Yes,mumbai
21731,360,2023-10-28,October,2023,No Signal,54,Yes,hyderabad
21732,214,2022-01-27,January,2022,Call Drop,16,Yes,chennai
21733,304,2023-03-27,March,2023,Call Drop,35,Yes,delhi
21734,155,2022-11-19,November,2022,Slow Internet,30,Yes,mumbai
21735,380,2023-11-06,November,2023,Call Drop,48,Yes,delhi
21736,200,2022-09-07,September,2022,Slow Internet,69,No,delhi
21737,168,2023-12-01,December,2023,No Signal,8,Yes,delhi
21738,238,2023-01-05,January,2023,No Signal,51,Yes,mumbai
21739,159,2024-04-25,April,2024,Call Drop,10,Yes,delhi
21740,193,2022-03-31,March,2022,Call Drop,28,Yes,bangalore
21741,167,2022-05-11,May,2022,Call Drop,36,Yes,bangalore
21742,226,2024-03-20,March,2024,No Signal,60,Yes,chennai
21743,367,2023-06-09,June,2023,No Signal,10,Yes,kolkata
21744,251,2022-01-29,January,2022,Call Drop,14,Yes,kolkata
21745,280,2024-02-16,February,2024,Call Drop,63,Yes,chennai
21746,476,2023-06-28,June,2023,Call Drop,47,Yes,bangalore
21747,498,2023-10-24,October,2023,Call Drop,69,Yes,delhi
21748,452,2022-03-27,March,2022,Slow Internet,56,Yes,delhi
21749,466,2022-02-27,February,2022,Call Drop,6,Yes,kolkata
21750,221,2022-02-26,February,2022,Call Drop,19,Yes,bangalore
21751,23,2023-01-29,January,2023,Slow Internet,52,Yes,kolkata
21752,485,2022-01-25,January,2022,Slow Internet,62,Yes,delhi
21753,189,2022-07-09,July,2022,Slow Internet,49,Yes,delhi
21754,411,2022-03-17,March,2022,Slow Internet,11,Yes,hyderabad
21755,272,2023-01-06,January,2023,Call Drop,46,Yes,chennai
21756,429,2024-06-17,June,2024,No Signal,69,Yes,hyderabad
21757,27,2024-04-30,April,2024,No Signal,45,Yes,delhi
21758,457,2024-01-07,January,2024,No Signal,58,Yes,delhi
21759,389,2023-05-21,May,2023,No Signal,32,Yes,bangalore
21760,443,2022-07-02,July,2022,No Signal,10,Yes,delhi
21761,456,2022-06-03,June,2022,No Signal,13,No,kolkata
21762,210,2022-09-26,September,2022,Slow Internet,13,Yes,kolkata
21763,35,2022-10-05,October,2022,Slow Internet,36,Yes,chennai
21764,198,2022-12-06,December,2022,No Signal,19,Yes,kolkata
21765,491,2024-05-24,May,2024,Call Drop,7,Yes,hyderabad
21766,471,2022-01-23,January,2022,Call Drop,15,Yes,hyderabad
21767,174,2023-03-08,March,2023,No Signal,46,Yes,mumbai
21768,218,2023-06-10,June,2023,Call Drop,48,Yes,delhi
21769,56,2023-08-29,August,2023,Slow Internet,66,Yes,chennai
21770,383,2022-12-09,December,2022,Slow Internet,4,Yes,kolkata
21771,499,2024-05-28,May,2024,Call Drop,3,Yes,delhi
21772,487,2022-02-21,February,2022,No Signal,3,Yes,bangalore
21773,152,2022-12-05,December,2022,Slow Internet,69,Yes,bangalore
21774,394,2022-02-10,February,2022,Call Drop,28,Yes,delhi
21775,463,2023-11-07,November,2023,Call Drop,23,Yes,delhi
21776,38,2023-06-02,June,2023,Slow Internet,30,Yes,mumbai
21777,468,2023-02-11,February,2023,Slow Internet,62,Yes,mumbai
21778,477,2022-05-18,May,2022,No Signal,51,Yes,delhi
21779,198,2022-04-09,April,2022,Call Drop,41,No,kolkata
21780,432,2022-12-07,December,2022,No Signal,64,Yes,mumbai
21781,9,2024-01-06,January,2024,Slow Internet,43,Yes,bangalore
21782,499,2022-11-12,November,2022,Call Drop,58,Yes,delhi
21783,178,2023-06-26,June,2023,Slow Internet,59,Yes,chennai
21784,325,2022-08-13,August,2022,Slow Internet,40,Yes,kolkata
21785,176,2024-04-17,April,2024,Slow Internet,46,Yes,chennai
21786,423,2022-09-18,September,2022,No Signal,62,No,bangalore
21787,467,2022-09-04,September,2022,Slow Internet,49,Yes,hyderabad
21788,261,2022-03-20,March,2022,No Signal,23,Yes,mumbai
21789,84,2023-11-28,November,2023,Slow Internet,44,Yes,delhi
21790,139,2024-03-21,March,2024,Slow Internet,44,Yes,chennai
21791,242,2023-11-23,November,2023,Call Drop,19,Yes,hyderabad
21792,316,2023-04-18,April,2023,Slow Internet,44,Yes,hyderabad
21793,155,2022-03-18,March,2022,Call Drop,11,No,mumbai
21794,221,2022-09-19,September,2022,Call Drop,60,Yes,bangalore
21795,135,2024-01-11,January,2024,No Signal,38,Yes,chennai
21796,188,2022-01-02,January,2022,Call Drop,3,Yes,delhi
21797,178,2022-01-17,January,2022,Call Drop,16,Yes,chennai
21798,67,2022-12-10,December,2022,Slow Internet,9,Yes,hyderabad
21799,69,2022-01-12,January,2022,Slow Internet,41,Yes,mumbai
21800,439,2023-11-25,November,2023,No Signal,38,Yes,chennai
21801,77,2024-04-25,April,2024,Call Drop,69,Yes,delhi
21802,400,2022-01-07,January,2022,Call Drop,65,Yes,mumbai
21803,374,2022-09-03,September,2022,No Signal,35,Yes,mumbai
21804,12,2022-06-06,June,2022,Slow Internet,35,Yes,kolkata
21805,487,2022-06-23,June,2022,Call Drop,48,Yes,bangalore
21806,283,2023-05-02,May,2023,No Signal,8,Yes,hyderabad
21807,246,2024-04-20,April,2024,Slow Internet,27,Yes,bangalore
21808,237,2024-04-25,April,2024,No Signal,9,Yes,chennai
21809,252,2023-11-24,November,2023,No Signal,30,Yes,hyderabad
21810,417,2022-10-08,October,2022,Call Drop,14,Yes,bangalore
21811,207,2022-11-05,November,2022,Slow Internet,23,Yes,mumbai
21812,341,2022-08-25,August,2022,Call Drop,29,Yes,bangalore
21813,108,2022-06-06,June,2022,Call Drop,26,Yes,delhi
21814,209,2022-09-08,September,2022,Slow Internet,15,Yes,bangalore
21815,311,2022-08-09,August,2022,Slow Internet,67,Yes,chennai
21816,308,2022-12-04,December,2022,Slow Internet,16,Yes,chennai
21817,293,2022-08-11,August,2022,Call Drop,13,No,chennai
21818,113,2022-07-30,July,2022,Slow Internet,24,Yes,kolkata
21819,376,2022-12-03,December,2022,Slow Internet,62,Yes,hyderabad
21820,15,2022-05-14,May,2022,Slow Internet,57,Yes,delhi
21821,340,2024-04-23,April,2024,No Signal,36,Yes,kolkata
21822,83,2024-02-10,February,2024,Slow Internet,60,Yes,bangalore
21823,65,2023-05-10,May,2023,Call Drop,22,Yes,delhi
21824,452,2023-07-01,July,2023,No Signal,3,Yes,delhi
21825,3,2022-07-02,July,2022,Call Drop,36,Yes,mumbai
21826,456,2024-03-25,March,2024,No Signal,36,Yes,kolkata
21827,361,2022-06-10,June,2022,Slow Internet,10,Yes,chennai
21828,236,2023-08-28,August,2023,No Signal,21,No,kolkata
21829,389,2023-01-22,January,2023,Call Drop,49,Yes,bangalore
21830,393,2022-07-16,July,2022,No Signal,9,Yes,kolkata
21831,129,2024-04-06,April,2024,Slow Internet,52,Yes,bangalore
21832,247,2023-12-19,December,2023,Slow Internet,48,No,chennai
21833,235,2023-04-29,April,2023,Call Drop,60,Yes,kolkata
21834,30,2023-05-17,May,2023,No Signal,50,Yes,hyderabad
21835,71,2023-05-04,May,2023,Call Drop,39,Yes,hyderabad
21836,470,2022-12-18,December,2022,Call Drop,16,Yes,hyderabad
21837,148,2023-06-14,June,2023,Call Drop,28,Yes,kolkata
21838,93,2022-08-22,August,2022,Slow Internet,6,Yes,bangalore
21839,283,2024-06-12,June,2024,No Signal,61,Yes,hyderabad
21840,217,2024-04-24,April,2024,Slow Internet,6,No,chennai
21841,238,2023-08-01,August,2023,Slow Internet,66,Yes,mumbai
21842,227,2024-01-26,January,2024,Slow Internet,40,Yes,bangalore
21843,219,2023-02-13,February,2023,No Signal,71,Yes,bangalore
21844,319,2022-10-03,October,2022,Slow Internet,62,Yes,chennai
21845,459,2023-12-12,December,2023,Slow Internet,28,Yes,chennai
21846,337,2023-04-04,April,2023,Slow Internet,47,Yes,mumbai
21847,31,2023-03-29,March,2023,No Signal,9,Yes,chennai
21848,466,2023-02-17,February,2023,No Signal,52,Yes,kolkata
21849,403,2022-01-18,January,2022,Call Drop,15,Yes,delhi
21850,114,2022-03-13,March,2022,Slow Internet,34,Yes,mumbai
21851,102,2023-10-29,October,2023,Slow Internet,20,Yes,delhi
21852,93,2023-01-13,January,2023,No Signal,60,Yes,bangalore
21853,207,2023-11-13,November,2023,No Signal,58,Yes,mumbai
21854,446,2024-04-13,April,2024,Slow Internet,67,Yes,kolkata
21855,391,2022-12-21,December,2022,Call Drop,2,Yes,chennai
21856,229,2024-03-04,March,2024,Call Drop,50,Yes,hyderabad
21857,421,2022-05-31,May,2022,Slow Internet,14,Yes,chennai
21858,71,2022-09-18,September,2022,Call Drop,56,Yes,hyderabad
21859,342,2022-03-21,March,2022,Call Drop,69,Yes,hyderabad
21860,460,2022-04-16,April,2022,Slow Internet,44,Yes,hyderabad
21861,136,2023-06-07,June,2023,Call Drop,46,Yes,chennai
21862,441,2023-02-07,February,2023,No Signal,6,Yes,kolkata
21863,466,2023-12-21,December,2023,Slow Internet,8,Yes,kolkata
21864,284,2022-05-10,May,2022,No Signal,39,Yes,chennai
21865,338,2022-06-20,June,2022,Slow Internet,44,Yes,delhi
21866,351,2023-02-10,February,2023,No Signal,27,Yes,bangalore
21867,17,2022-02-02,February,2022,Call Drop,16,No,bangalore
21868,215,2023-06-20,June,2023,No Signal,39,Yes,bangalore
21869,395,2022-07-16,July,2022,No Signal,1,Yes,delhi
21870,399,2022-02-15,February,2022,No Signal,51,Yes,hyderabad
21871,414,2022-10-01,October,2022,No Signal,63,Yes,delhi
21872,244,2024-01-13,January,2024,No Signal,33,Yes,bangalore
21873,95,2022-05-13,May,2022,Slow Internet,50,Yes,mumbai
21874,121,2022-09-21,September,2022,No Signal,54,Yes,chennai
21875,6,2023-08-20,August,2023,No Signal,27,Yes,bangalore
21876,268,2023-01-02,January,2023,Slow Internet,19,Yes,bangalore
21877,87,2024-04-04,April,2024,Slow Internet,28,Yes,hyderabad
21878,189,2022-01-05,January,2022,Call Drop,23,Yes,delhi
21879,103,2022-09-26,September,2022,No Signal,64,Yes,delhi
21880,104,2024-04-30,April,2024,No Signal,39,Yes,kolkata
21881,420,2024-01-03,January,2024,Call Drop,49,Yes,delhi
21882,291,2023-12-07,December,2023,No Signal,59,Yes,mumbai
21883,67,2023-02-25,February,2023,Call Drop,20,Yes,hyderabad
21884,106,2022-12-12,December,2022,Slow Internet,61,Yes,bangalore
21885,248,2022-03-10,March,2022,No Signal,9,Yes,bangalore
21886,348,2024-03-10,March,2024,No Signal,23,Yes,chennai
21887,207,2022-12-24,December,2022,Slow Internet,7,Yes,mumbai
21888,205,2023-11-19,November,2023,No Signal,31,No,hyderabad
21889,319,2023-01-21,January,2023,Slow Internet,60,Yes,chennai
21890,83,2022-11-21,November,2022,Slow Internet,61,Yes,bangalore
21891,424,2024-01-21,January,2024,Call Drop,26,Yes,hyderabad
21892,82,2023-04-26,April,2023,Slow Internet,54,Yes,chennai
21893,287,2022-06-28,June,2022,Call Drop,31,Yes,bangalore
21894,37,2022-09-13,September,2022,Slow Internet,41,Yes,kolkata
21895,213,2023-02-23,February,2023,Call Drop,28,Yes,hyderabad
21896,487,2022-07-30,July,2022,Call Drop,6,Yes,bangalore
21897,133,2024-01-09,January,2024,Call Drop,34,Yes,kolkata
21898,115,2023-08-07,August,2023,Call Drop,9,Yes,bangalore
21899,377,2023-01-02,January,2023,No Signal,12,Yes,mumbai
21900,465,2023-07-31,July,2023,Slow Internet,16,Yes,bangalore
21901,211,2022-06-15,June,2022,Slow Internet,71,Yes,hyderabad
21902,132,2022-08-02,August,2022,Slow Internet,31,Yes,hyderabad
21903,374,2023-06-13,June,2023,Slow Internet,33,Yes,mumbai
21904,154,2024-04-27,April,2024,Call Drop,7,Yes,chennai
21905,408,2022-06-22,June,2022,No Signal,3,Yes,chennai
21906,423,2022-05-09,May,2022,Slow Internet,20,No,bangalore
21907,440,2022-01-03,January,2022,Slow Internet,5,Yes,mumbai
21908,438,2024-06-13,June,2024,Slow Internet,67,Yes,hyderabad
21909,294,2024-06-14,June,2024,Call Drop,38,No,hyderabad
21910,366,2024-01-30,January,2024,Slow Internet,56,Yes,mumbai
21911,182,2022-03-11,March,2022,Slow Internet,23,Yes,bangalore
21912,147,2022-02-21,February,2022,No Signal,2,Yes,bangalore
21913,222,2023-03-13,March,2023,Call Drop,21,Yes,bangalore
