usage_id,customer_id,usage_date,usage_month,usage_year,data_used_gb,call_minutes,network_type,usage_category,heavy_usage_flag
13081,455,2023-08-31,August,2023,10.67,13,4G,High Usage,Heavy User
13082,451,2024-05-06,May,2024,3.64,80,5G,Normal Usage,Normal User
13083,109,2022-04-13,April,2022,7.12,206,4G,High Usage,Heavy User
13084,303,2023-02-06,February,2023,0.61,203,5G,Normal Usage,Normal User
13085,84,2022-08-12,August,2022,3.69,271,5G,Normal Usage,Normal User
13086,83,2023-06-02,June,2023,0.05,31,5G,Normal Usage,Normal User
13087,291,2023-09-26,September,2023,2.78,22,5G,Normal Usage,Normal User
13088,452,2022-08-24,August,2022,1.58,101,5G,Normal Usage,Normal User
13089,69,2023-03-03,March,2023,1.06,161,4G,Normal Usage,Normal User
13090,129,2022-04-26,April,2022,4.96,97,4G,Normal Usage,Normal User
13091,196,2022-06-12,June,2022,4.81,143,5G,Normal Usage,Normal User
13092,140,2022-08-14,August,2022,0.06,103,4G,Normal Usage,Normal User
13093,444,2022-08-18,August,2022,2.35,170,4G,Normal Usage,Normal User
13094,283,2022-07-01,July,2022,1.15,63,4G,Normal Usage,Normal User
13095,312,2022-09-06,September,2022,1.34,243,4G,Normal Usage,Normal User
13096,234,2022-11-14,November,2022,4.46,70,5G,Normal Usage,Normal User
13097,23,2022-07-29,July,2022,0.93,273,5G,Normal Usage,Normal User
13098,153,2023-10-18,October,2023,7.16,124,4G,High Usage,Heavy User
13099,277,2023-01-27,January,2023,0.5,106,5G,Normal Usage,Normal User
13100,61,2024-05-06,May,2024,2.72,147,4G,Normal Usage,Normal User
13101,319,2022-04-06,April,2022,2.79,191,5G,Normal Usage,Normal User
13102,378,2024-06-12,June,2024,0.73,225,4G,Normal Usage,Normal User
13103,52,2024-05-07,May,2024,0.98,241,5G,Normal Usage,Normal User
13104,344,2024-01-26,January,2024,4.5,283,4G,Normal Usage,Normal User
13105,153,2022-03-27,March,2022,3.59,162,4G,Normal Usage,Normal User
13106,237,2023-02-19,February,2023,1.0,7,5G,Normal Usage,Normal User
13107,311,2023-01-29,January,2023,1.91,151,4G,Normal Usage,Normal User
13108,302,2023-11-27,November,2023,0.16,94,5G,Normal Usage,Normal User
13109,32,2023-09-25,September,2023,0.59,213,4G,Normal Usage,Normal User
13110,55,2024-04-23,April,2024,1.66,63,4G,Normal Usage,Normal User
13111,352,2023-05-16,May,2023,0.22,64,4G,Normal Usage,Normal User
13112,389,2023-08-27,August,2023,4.63,269,4G,Normal Usage,Normal User
13113,36,2023-08-05,August,2023,3.16,24,4G,Normal Usage,Normal User
13114,110,2022-05-13,May,2022,7.19,99,5G,High Usage,Heavy User
13115,490,2024-03-01,March,2024,2.96,104,4G,Normal Usage,Normal User
13116,177,2023-10-11,October,2023,7.05,130,5G,High Usage,Heavy User
13117,362,2022-11-10,November,2022,2.02,18,4G,Normal Usage,Normal User
13118,314,2023-11-30,November,2023,2.29,224,4G,Normal Usage,Normal User
13119,295,2022-08-09,August,2022,9.43,105,4G,High Usage,Heavy User
13120,336,2023-03-14,March,2023,2.57,53,4G,Normal Usage,Normal User
13121,97,2022-02-15,February,2022,0.08,225,5G,Normal Usage,Normal User
13122,369,2024-02-29,February,2024,3.22,14,4G,Normal Usage,Normal User
13123,213,2022-07-11,July,2022,5.9,47,4G,Normal Usage,Normal User
13124,317,2023-06-04,June,2023,3.97,138,4G,Normal Usage,Normal User
13125,137,2023-01-14,January,2023,2.19,33,4G,Normal Usage,Normal User
13126,6,2024-02-27,February,2024,2.78,209,4G,Normal Usage,Normal User
13127,499,2023-11-22,November,2023,11.56,18,4G,High Usage,Heavy User
13128,109,2022-11-30,November,2022,0.24,195,4G,Normal Usage,Normal User
13129,35,2022-02-08,February,2022,2.75,114,5G,Normal Usage,Normal User
13130,39,2022-10-20,October,2022,0.83,74,5G,Normal Usage,Normal User
13131,150,2023-11-21,November,2023,2.55,149,4G,Normal Usage,Normal User
13132,425,2022-06-11,June,2022,2.34,35,4G,Normal Usage,Normal User
13133,118,2022-11-27,November,2022,0.42,241,5G,Normal Usage,Normal User
13134,261,2024-06-04,June,2024,0.58,150,5G,Normal Usage,Normal User
13135,426,2022-04-14,April,2022,2.43,62,5G,Normal Usage,Normal User
13136,87,2022-06-10,June,2022,0.34,153,5G,Normal Usage,Normal User
13137,465,2024-03-09,March,2024,0.77,187,4G,Normal Usage,Normal User
13138,76,2023-09-27,September,2023,4.51,222,5G,Normal Usage,Normal User
13139,471,2022-02-23,February,2022,0.99,92,5G,Normal Usage,Normal User
13140,464,2022-02-03,February,2022,1.67,4,4G,Normal Usage,Normal User
13141,451,2022-08-30,August,2022,7.08,165,4G,High Usage,Heavy User
13142,414,2024-06-08,June,2024,0.64,24,4G,Normal Usage,Normal User
13143,313,2022-04-23,April,2022,1.23,97,4G,Normal Usage,Normal User
13144,383,2022-11-14,November,2022,2.33,267,4G,Normal Usage,Normal User
13145,214,2022-01-23,January,2022,3.52,149,4G,Normal Usage,Normal User
13146,457,2023-07-12,July,2023,5.8,251,4G,Normal Usage,Normal User
13147,285,2024-04-03,April,2024,6.18,83,4G,High Usage,Heavy User
13148,239,2023-10-09,October,2023,3.75,284,4G,Normal Usage,Normal User
13149,165,2022-04-28,April,2022,0.65,171,5G,Normal Usage,Normal User
13150,87,2023-12-02,December,2023,0.06,220,4G,Normal Usage,Normal User
13151,141,2023-10-05,October,2023,1.21,108,5G,Normal Usage,Normal User
13152,160,2022-07-31,July,2022,0.38,26,5G,Normal Usage,Normal User
13153,46,2023-02-22,February,2023,3.1,245,5G,Normal Usage,Normal User
13154,372,2022-04-23,April,2022,2.71,54,5G,Normal Usage,Normal User
13155,495,2022-02-13,February,2022,0.11,132,4G,Normal Usage,Normal User
13156,112,2022-05-08,May,2022,4.53,51,4G,Normal Usage,Normal User
13157,407,2024-05-25,May,2024,0.72,252,4G,Normal Usage,Normal User
13158,45,2022-06-07,June,2022,1.42,268,5G,Normal Usage,Normal User
13159,401,2024-02-24,February,2024,2.76,297,4G,Normal Usage,Normal User
13160,247,2024-04-06,April,2024,1.4,78,4G,Normal Usage,Normal User
13161,104,2023-01-29,January,2023,1.46,17,5G,Normal Usage,Normal User
13162,85,2024-05-16,May,2024,0.17,257,5G,Normal Usage,Normal User
13163,450,2024-05-01,May,2024,1.28,106,5G,Normal Usage,Normal User
13164,485,2023-05-27,May,2023,3.62,46,4G,Normal Usage,Normal User
13165,134,2022-02-14,February,2022,6.17,245,4G,High Usage,Heavy User
13166,108,2022-04-18,April,2022,1.33,88,4G,Normal Usage,Normal User
13167,18,2022-08-07,August,2022,1.38,202,4G,Normal Usage,Normal User
13168,94,2023-03-19,March,2023,3.03,239,5G,Normal Usage,Normal User
13169,150,2024-04-09,April,2024,7.15,267,4G,High Usage,Heavy User
13170,246,2022-11-11,November,2022,0.78,12,4G,Normal Usage,Normal User
13171,289,2022-06-26,June,2022,1.45,136,5G,Normal Usage,Normal User
13172,414,2022-08-16,August,2022,3.97,172,4G,Normal Usage,Normal User
13173,209,2023-12-04,December,2023,2.35,229,5G,Normal Usage,Normal User
13174,126,2023-11-03,November,2023,0.29,197,5G,Normal Usage,Normal User
13175,235,2022-09-24,September,2022,2.47,242,5G,Normal Usage,Normal User
13176,416,2024-05-19,May,2024,0.52,42,4G,Normal Usage,Normal User
13177,426,2024-04-17,April,2024,1.78,278,4G,Normal Usage,Normal User
13178,499,2023-01-14,January,2023,1.88,78,5G,Normal Usage,Normal User
13179,462,2023-05-04,May,2023,5.22,278,5G,Normal Usage,Normal User
13180,122,2023-12-03,December,2023,1.55,231,4G,Normal Usage,Normal User
13181,138,2023-11-18,November,2023,0.82,100,4G,Normal Usage,Normal User
13182,495,2022-10-17,October,2022,0.66,161,4G,Normal Usage,Normal User
13183,115,2022-12-23,December,2022,5.18,143,5G,Normal Usage,Normal User
13184,420,2023-10-19,October,2023,0.47,108,4G,Normal Usage,Normal User
13185,162,2024-01-14,January,2024,1.39,232,4G,Normal Usage,Normal User
13186,201,2024-05-21,May,2024,0.52,110,4G,Normal Usage,Normal User
13187,234,2022-07-23,July,2022,3.71,231,4G,Normal Usage,Normal User
13188,28,2022-08-01,August,2022,1.61,237,5G,Normal Usage,Normal User
13189,11,2023-07-06,July,2023,1.08,196,4G,Normal Usage,Normal User
13190,206,2024-02-26,February,2024,1.12,272,4G,Normal Usage,Normal User
13191,167,2022-11-19,November,2022,4.78,85,4G,Normal Usage,Normal User
13192,247,2023-08-17,August,2023,2.02,294,4G,Normal Usage,Normal User
13193,47,2022-06-30,June,2022,3.16,40,4G,Normal Usage,Normal User
13194,246,2023-05-14,May,2023,5.68,47,4G,Normal Usage,Normal User
13195,127,2022-11-16,November,2022,5.8,76,4G,Normal Usage,Normal User
13196,147,2022-03-24,March,2022,1.0,177,5G,Normal Usage,Normal User
13197,118,2022-10-30,October,2022,7.62,256,4G,High Usage,Heavy User
13198,399,2022-09-19,September,2022,0.06,116,5G,Normal Usage,Normal User
13199,382,2024-02-23,February,2024,1.18,18,4G,Normal Usage,Normal User
13200,412,2022-07-19,July,2022,5.65,58,4G,Normal Usage,Normal User
13201,152,2022-08-28,August,2022,0.8,195,4G,Normal Usage,Normal User
13202,72,2023-11-23,November,2023,0.8,106,4G,Normal Usage,Normal User
13203,363,2023-11-14,November,2023,0.9,283,4G,Normal Usage,Normal User
13204,137,2022-10-22,October,2022,2.37,33,4G,Normal Usage,Normal User
13205,175,2023-05-27,May,2023,1.44,294,4G,Normal Usage,Normal User
13206,289,2023-11-20,November,2023,3.24,250,4G,Normal Usage,Normal User
13207,446,2024-05-30,May,2024,5.63,125,4G,Normal Usage,Normal User
13208,481,2023-01-31,January,2023,2.8,105,4G,Normal Usage,Normal User
13209,19,2024-01-19,January,2024,0.57,179,4G,Normal Usage,Normal User
13210,195,2022-05-18,May,2022,6.75,109,5G,High Usage,Heavy User
13211,330,2024-04-18,April,2024,0.77,227,4G,Normal Usage,Normal User
13212,424,2024-05-27,May,2024,0.41,120,5G,Normal Usage,Normal User
13213,175,2024-04-02,April,2024,0.24,106,4G,Normal Usage,Normal User
13214,490,2022-05-09,May,2022,2.07,130,5G,Normal Usage,Normal User
13215,449,2022-02-18,February,2022,0.3,22,4G,Normal Usage,Normal User
13216,413,2023-11-07,November,2023,0.37,144,5G,Normal Usage,Normal User
13217,434,2024-02-28,February,2024,0.89,153,4G,Normal Usage,Normal User
13218,354,2022-10-20,October,2022,0.83,106,4G,Normal Usage,Normal User
13219,499,2023-09-20,September,2023,2.32,145,4G,Normal Usage,Normal User
13220,141,2023-06-20,June,2023,4.24,251,4G,Normal Usage,Normal User
13221,246,2022-11-07,November,2022,3.58,69,5G,Normal Usage,Normal User
13222,385,2023-06-21,June,2023,0.76,30,4G,Normal Usage,Normal User
13223,418,2023-10-01,October,2023,0.7,92,4G,Normal Usage,Normal User
13224,93,2022-08-22,August,2022,8.44,136,4G,High Usage,Heavy User
13225,432,2022-07-28,July,2022,0.02,162,4G,Normal Usage,Normal User
13226,239,2023-08-28,August,2023,5.29,80,4G,Normal Usage,Normal User
13227,205,2022-04-04,April,2022,0.56,75,4G,Normal Usage,Normal User
13228,48,2022-11-23,November,2022,7.36,62,4G,High Usage,Heavy User
13229,433,2022-08-13,August,2022,1.05,99,4G,Normal Usage,Normal User
13230,245,2024-06-08,June,2024,1.45,47,4G,Normal Usage,Normal User
13231,320,2024-03-02,March,2024,3.07,73,4G,Normal Usage,Normal User
13232,317,2022-01-11,January,2022,2.21,191,4G,Normal Usage,Normal User
13233,413,2022-11-25,November,2022,0.96,29,4G,Normal Usage,Normal User
13234,295,2022-01-12,January,2022,2.02,156,4G,Normal Usage,Normal User
13235,128,2022-02-04,February,2022,3.28,265,5G,Normal Usage,Normal User
13236,344,2023-03-23,March,2023,0.11,255,5G,Normal Usage,Normal User
13237,282,2023-03-28,March,2023,0.03,38,5G,Normal Usage,Normal User
13238,17,2024-01-10,January,2024,1.53,54,4G,Normal Usage,Normal User
13239,71,2022-08-08,August,2022,0.35,27,5G,Normal Usage,Normal User
13240,269,2023-03-17,March,2023,2.73,117,4G,Normal Usage,Normal User
13241,325,2023-10-15,October,2023,0.6,208,4G,Normal Usage,Normal User
13242,282,2023-06-19,June,2023,1.42,74,4G,Normal Usage,Normal User
13243,305,2023-08-18,August,2023,0.55,64,5G,Normal Usage,Normal User
13244,451,2022-08-17,August,2022,1.99,99,5G,Normal Usage,Normal User
13245,7,2022-12-10,December,2022,0.31,45,4G,Normal Usage,Normal User
13246,314,2022-03-21,March,2022,0.06,155,4G,Normal Usage,Normal User
13247,305,2022-12-19,December,2022,0.13,239,4G,Normal Usage,Normal User
13248,103,2023-01-31,January,2023,7.71,258,5G,High Usage,Heavy User
13249,309,2022-10-17,October,2022,0.38,135,5G,Normal Usage,Normal User
13250,193,2023-03-31,March,2023,3.08,197,4G,Normal Usage,Normal User
13251,241,2024-04-22,April,2024,0.18,186,4G,Normal Usage,Normal User
13252,62,2023-11-02,November,2023,0.29,115,4G,Normal Usage,Normal User
13253,17,2022-05-08,May,2022,1.78,57,5G,Normal Usage,Normal User
13254,171,2023-12-03,December,2023,1.56,69,5G,Normal Usage,Normal User
13255,25,2023-06-27,June,2023,7.57,92,4G,High Usage,Heavy User
13256,251,2024-06-16,June,2024,7.24,228,4G,High Usage,Heavy User
13257,253,2022-12-25,December,2022,3.78,136,5G,Normal Usage,Normal User
13258,387,2023-06-11,June,2023,2.3,104,4G,Normal Usage,Normal User
13259,207,2022-11-09,November,2022,1.52,16,5G,Normal Usage,Normal User
13260,29,2022-03-16,March,2022,1.1,53,4G,Normal Usage,Normal User
13261,117,2023-06-30,June,2023,7.35,111,5G,High Usage,Heavy User
13262,491,2024-05-20,May,2024,2.31,171,5G,Normal Usage,Normal User
13263,416,2022-07-15,July,2022,2.16,143,4G,Normal Usage,Normal User
13264,282,2024-04-22,April,2024,0.66,84,5G,Normal Usage,Normal User
13265,380,2022-01-29,January,2022,0.12,11,4G,Normal Usage,Normal User
13266,144,2023-12-07,December,2023,7.26,251,5G,High Usage,Heavy User
13267,25,2022-01-16,January,2022,0.94,215,5G,Normal Usage,Normal User
13268,310,2023-02-27,February,2023,1.46,125,4G,Normal Usage,Normal User
13269,156,2023-08-12,August,2023,0.3,97,4G,Normal Usage,Normal User
13270,73,2024-03-15,March,2024,4.53,27,4G,Normal Usage,Normal User
13271,120,2023-08-16,August,2023,0.07,265,5G,Normal Usage,Normal User
13272,312,2023-02-09,February,2023,4.49,51,5G,Normal Usage,Normal User
13273,321,2023-09-28,September,2023,0.38,142,4G,Normal Usage,Normal User
13274,93,2023-06-15,June,2023,5.44,131,5G,Normal Usage,Normal User
13275,86,2023-09-06,September,2023,3.27,206,4G,Normal Usage,Normal User
13276,336,2022-03-18,March,2022,0.45,61,4G,Normal Usage,Normal User
13277,425,2022-08-17,August,2022,2.09,131,4G,Normal Usage,Normal User
13278,499,2022-10-24,October,2022,0.94,40,4G,Normal Usage,Normal User
13279,364,2023-05-25,May,2023,0.49,200,4G,Normal Usage,Normal User
13280,435,2023-12-16,December,2023,4.9,98,4G,Normal Usage,Normal User
13281,118,2023-07-27,July,2023,1.29,283,4G,Normal Usage,Normal User
13282,233,2023-06-22,June,2023,1.27,46,5G,Normal Usage,Normal User
13283,199,2023-08-06,August,2023,0.47,136,4G,Normal Usage,Normal User
13284,206,2023-09-07,September,2023,1.21,129,4G,Normal Usage,Normal User
13285,413,2022-11-22,November,2022,5.13,194,4G,Normal Usage,Normal User
13286,339,2022-12-29,December,2022,1.13,116,5G,Normal Usage,Normal User
13287,147,2023-10-31,October,2023,7.57,68,5G,High Usage,Heavy User
13288,450,2024-05-24,May,2024,7.31,27,5G,High Usage,Heavy User
13289,425,2022-12-25,December,2022,0.39,13,5G,Normal Usage,Normal User
13290,429,2023-12-07,December,2023,0.49,45,4G,Normal Usage,Normal User
13291,271,2024-02-26,February,2024,4.96,15,4G,Normal Usage,Normal User
13292,387,2022-11-20,November,2022,1.25,208,5G,Normal Usage,Normal User
13293,139,2023-11-29,November,2023,0.01,157,5G,Normal Usage,Normal User
13294,181,2022-11-22,November,2022,0.8,226,4G,Normal Usage,Normal User
13295,430,2023-09-17,September,2023,2.28,240,5G,Normal Usage,Normal User
13296,30,2024-04-04,April,2024,4.01,57,5G,Normal Usage,Normal User
13297,57,2022-06-14,June,2022,0.36,129,5G,Normal Usage,Normal User
13298,232,2023-07-27,July,2023,0.29,216,5G,Normal Usage,Normal User
13299,146,2023-08-27,August,2023,6.38,13,4G,High Usage,Heavy User
13300,435,2024-03-08,March,2024,3.48,242,4G,Normal Usage,Normal User
13301,384,2023-03-31,March,2023,2.23,144,4G,Normal Usage,Normal User
13302,48,2022-06-02,June,2022,3.67,102,4G,Normal Usage,Normal User
13303,194,2024-01-07,January,2024,1.4,216,5G,Normal Usage,Normal User
13304,224,2022-05-07,May,2022,3.55,63,4G,Normal Usage,Normal User
13305,136,2022-07-12,July,2022,1.16,157,4G,Normal Usage,Normal User
13306,22,2023-09-19,September,2023,0.7,161,4G,Normal Usage,Normal User
13307,6,2024-02-13,February,2024,3.26,17,5G,Normal Usage,Normal User
13308,204,2023-06-14,June,2023,1.36,215,4G,Normal Usage,Normal User
13309,239,2022-01-10,January,2022,9.96,48,4G,High Usage,Heavy User
13310,185,2022-04-02,April,2022,1.07,55,4G,Normal Usage,Normal User
13311,360,2022-05-19,May,2022,6.37,57,4G,High Usage,Heavy User
13312,292,2023-04-26,April,2023,6.76,154,5G,High Usage,Heavy User
13313,335,2023-03-25,March,2023,0.69,54,5G,Normal Usage,Normal User
13314,220,2022-11-29,November,2022,4.0,18,4G,Normal Usage,Normal User
13315,116,2024-05-18,May,2024,1.42,150,5G,Normal Usage,Normal User
13316,313,2022-12-06,December,2022,6.24,107,4G,High Usage,Heavy User
13317,49,2022-02-21,February,2022,1.5,46,5G,Normal Usage,Normal User
13318,173,2023-12-08,December,2023,3.41,206,4G,Normal Usage,Normal User
13319,82,2023-04-11,April,2023,1.57,127,5G,Normal Usage,Normal User
13320,322,2023-12-19,December,2023,0.65,184,4G,Normal Usage,Normal User
13321,333,2024-03-09,March,2024,0.56,57,4G,Normal Usage,Normal User
13322,45,2023-04-20,April,2023,1.39,142,4G,Normal Usage,Normal User
13323,335,2023-02-05,February,2023,3.52,96,4G,Normal Usage,Normal User
13324,20,2023-03-15,March,2023,2.32,46,5G,Normal Usage,Normal User
13325,448,2024-05-27,May,2024,2.92,190,4G,Normal Usage,Normal User
13326,221,2023-08-28,August,2023,0.83,139,4G,Normal Usage,Normal User
13327,123,2024-03-31,March,2024,1.64,102,5G,Normal Usage,Normal User
13328,234,2023-10-19,October,2023,0.11,230,4G,Normal Usage,Normal User
13329,221,2023-08-21,August,2023,4.25,48,5G,Normal Usage,Normal User
13330,323,2023-05-24,May,2023,11.49,111,4G,High Usage,Heavy User
13331,339,2022-06-02,June,2022,1.31,86,4G,Normal Usage,Normal User
13332,3,2023-05-29,May,2023,0.03,281,5G,Normal Usage,Normal User
13333,182,2023-05-18,May,2023,0.47,251,4G,Normal Usage,Normal User
13334,206,2024-05-03,May,2024,2.64,73,4G,Normal Usage,Normal User
13335,320,2024-02-11,February,2024,2.37,46,5G,Normal Usage,Normal User
13336,40,2023-11-07,November,2023,3.88,75,4G,Normal Usage,Normal User
13337,59,2022-01-06,January,2022,0.73,95,5G,Normal Usage,Normal User
13338,439,2023-05-15,May,2023,3.61,30,5G,Normal Usage,Normal User
13339,62,2023-10-23,October,2023,2.91,21,4G,Normal Usage,Normal User
13340,132,2023-12-18,December,2023,0.97,16,5G,Normal Usage,Normal User
13341,60,2022-04-28,April,2022,1.97,211,4G,Normal Usage,Normal User
13342,372,2023-04-30,April,2023,0.4,147,4G,Normal Usage,Normal User
13343,331,2023-08-24,August,2023,1.51,234,5G,Normal Usage,Normal User
13344,122,2023-10-28,October,2023,5.33,86,5G,Normal Usage,Normal User
13345,479,2023-11-10,November,2023,1.37,37,5G,Normal Usage,Normal User
13346,107,2023-04-13,April,2023,4.57,52,5G,Normal Usage,Normal User
13347,96,2022-06-10,June,2022,2.23,27,4G,Normal Usage,Normal User
13348,347,2022-09-27,September,2022,0.53,76,4G,Normal Usage,Normal User
13349,414,2022-02-25,February,2022,2.18,199,4G,Normal Usage,Normal User
13350,235,2022-08-16,August,2022,1.76,172,4G,Normal Usage,Normal User
13351,386,2024-04-28,April,2024,1.27,273,4G,Normal Usage,Normal User
13352,62,2022-05-29,May,2022,0.32,49,5G,Normal Usage,Normal User
13353,256,2022-02-15,February,2022,1.35,176,4G,Normal Usage,Normal User
13354,49,2022-05-24,May,2022,0.19,226,5G,Normal Usage,Normal User
13355,393,2024-01-20,January,2024,0.26,126,5G,Normal Usage,Normal User
13356,348,2024-02-23,February,2024,1.34,20,4G,Normal Usage,Normal User
13357,159,2023-09-24,September,2023,0.91,198,4G,Normal Usage,Normal User
13358,124,2022-12-06,December,2022,6.49,188,4G,High Usage,Heavy User
13359,482,2023-02-17,February,2023,1.18,151,4G,Normal Usage,Normal User
13360,317,2024-01-02,January,2024,3.55,159,5G,Normal Usage,Normal User
13361,207,2023-06-04,June,2023,1.89,95,4G,Normal Usage,Normal User
13362,48,2022-12-10,December,2022,3.04,74,5G,Normal Usage,Normal User
13363,409,2023-01-22,January,2023,0.75,81,5G,Normal Usage,Normal User
13364,420,2023-04-18,April,2023,7.11,127,4G,High Usage,Heavy User
13365,136,2022-10-02,October,2022,1.89,132,5G,Normal Usage,Normal User
13366,201,2022-12-19,December,2022,4.45,138,4G,Normal Usage,Normal User
13367,250,2022-03-07,March,2022,1.14,245,4G,Normal Usage,Normal User
13368,314,2022-03-20,March,2022,0.26,290,4G,Normal Usage,Normal User
13369,357,2023-08-21,August,2023,2.8,111,4G,Normal Usage,Normal User
13370,368,2023-09-28,September,2023,0.02,202,4G,Normal Usage,Normal User
13371,429,2022-07-21,July,2022,1.61,169,5G,Normal Usage,Normal User
13372,318,2023-10-24,October,2023,0.54,86,4G,Normal Usage,Normal User
13373,295,2023-07-12,July,2023,2.47,118,4G,Normal Usage,Normal User
13374,480,2022-04-23,April,2022,9.71,97,4G,High Usage,Heavy User
13375,314,2022-04-01,April,2022,1.56,239,4G,Normal Usage,Normal User
13376,500,2022-05-21,May,2022,4.25,137,4G,Normal Usage,Normal User
13377,209,2022-10-16,October,2022,1.77,81,4G,Normal Usage,Normal User
13378,355,2023-12-31,December,2023,1.71,235,4G,Normal Usage,Normal User
13379,485,2023-08-12,August,2023,6.66,135,4G,High Usage,Heavy User
13380,211,2023-02-15,February,2023,5.52,281,4G,Normal Usage,Normal User
13381,192,2023-01-12,January,2023,3.85,2,5G,Normal Usage,Normal User
13382,44,2023-01-19,January,2023,0.88,58,4G,Normal Usage,Normal User
13383,29,2024-04-25,April,2024,1.97,115,5G,Normal Usage,Normal User
13384,59,2022-06-01,June,2022,0.63,130,4G,Normal Usage,Normal User
13385,71,2024-04-14,April,2024,1.47,200,4G,Normal Usage,Normal User
13386,92,2024-01-21,January,2024,1.66,291,4G,Normal Usage,Normal User
13387,265,2023-09-19,September,2023,4.45,97,4G,Normal Usage,Normal User
13388,383,2022-11-15,November,2022,5.66,215,4G,Normal Usage,Normal User
13389,220,2023-01-04,January,2023,1.34,123,5G,Normal Usage,Normal User
13390,390,2023-08-29,August,2023,0.04,72,4G,Normal Usage,Normal User
13391,413,2023-07-14,July,2023,4.95,129,5G,Normal Usage,Normal User
13392,442,2023-12-04,December,2023,0.48,26,4G,Normal Usage,Normal User
13393,401,2023-04-07,April,2023,2.43,164,4G,Normal Usage,Normal User
13394,400,2022-01-12,January,2022,0.06,67,4G,Normal Usage,Normal User
13395,215,2022-06-05,June,2022,1.28,13,4G,Normal Usage,Normal User
13396,479,2023-11-15,November,2023,10.66,97,5G,High Usage,Heavy User
13397,387,2023-04-22,April,2023,0.27,278,5G,Normal Usage,Normal User
13398,277,2023-02-05,February,2023,1.38,246,5G,Normal Usage,Normal User
13399,64,2024-03-18,March,2024,0.92,111,4G,Normal Usage,Normal User
13400,346,2022-06-26,June,2022,5.89,206,4G,Normal Usage,Normal User
13401,292,2022-12-07,December,2022,5.09,232,5G,Normal Usage,Normal User
13402,490,2022-02-26,February,2022,0.68,60,4G,Normal Usage,Normal User
13403,485,2024-05-04,May,2024,0.21,84,5G,Normal Usage,Normal User
13404,245,2024-05-01,May,2024,2.47,182,4G,Normal Usage,Normal User
13405,470,2023-03-24,March,2023,1.03,238,5G,Normal Usage,Normal User
13406,62,2022-07-22,July,2022,2.79,249,5G,Normal Usage,Normal User
13407,426,2023-11-28,November,2023,0.08,70,5G,Normal Usage,Normal User
13408,332,2023-09-25,September,2023,0.36,227,4G,Normal Usage,Normal User
13409,170,2024-01-08,January,2024,2.9,84,4G,Normal Usage,Normal User
13410,445,2022-07-21,July,2022,0.6,270,4G,Normal Usage,Normal User
13411,269,2022-11-26,November,2022,4.87,289,5G,Normal Usage,Normal User
13412,267,2022-12-29,December,2022,0.15,235,5G,Normal Usage,Normal User
13413,54,2024-06-10,June,2024,0.61,290,4G,Normal Usage,Normal User
13414,16,2023-03-30,March,2023,16.36,38,4G,High Usage,Heavy User
13415,8,2022-12-22,December,2022,1.42,205,4G,Normal Usage,Normal User
13416,104,2022-08-04,August,2022,3.03,182,5G,Normal Usage,Normal User
13417,59,2023-07-09,July,2023,0.5,186,4G,Normal Usage,Normal User
13418,313,2024-06-05,June,2024,2.35,132,4G,Normal Usage,Normal User
13419,40,2022-01-23,January,2022,3.24,29,4G,Normal Usage,Normal User
13420,237,2022-06-04,June,2022,0.94,254,4G,Normal Usage,Normal User
13421,443,2022-07-05,July,2022,4.41,142,5G,Normal Usage,Normal User
13422,386,2022-09-06,September,2022,2.31,102,4G,Normal Usage,Normal User
13423,94,2024-01-19,January,2024,1.23,73,4G,Normal Usage,Normal User
13424,222,2024-03-15,March,2024,2.04,54,4G,Normal Usage,Normal User
13425,204,2022-05-14,May,2022,2.15,235,4G,Normal Usage,Normal User
13426,138,2022-11-17,November,2022,0.45,59,4G,Normal Usage,Normal User
13427,300,2023-01-25,January,2023,1.29,23,4G,Normal Usage,Normal User
13428,395,2023-03-10,March,2023,1.05,21,4G,Normal Usage,Normal User
13429,207,2022-01-22,January,2022,1.28,31,4G,Normal Usage,Normal User
13430,336,2024-05-22,May,2024,3.58,2,5G,Normal Usage,Normal User
13431,81,2023-08-23,August,2023,1.65,69,5G,Normal Usage,Normal User
13432,218,2023-10-27,October,2023,7.05,159,5G,High Usage,Heavy User
13433,2,2022-05-05,May,2022,0.87,87,5G,Normal Usage,Normal User
13434,178,2022-03-20,March,2022,1.34,58,4G,Normal Usage,Normal User
13435,396,2024-05-07,May,2024,3.87,251,4G,Normal Usage,Normal User
13436,371,2022-02-20,February,2022,1.97,218,5G,Normal Usage,Normal User
13437,346,2023-12-29,December,2023,1.98,200,4G,Normal Usage,Normal User
13438,279,2022-06-25,June,2022,0.14,76,4G,Normal Usage,Normal User
13439,146,2024-05-19,May,2024,1.27,254,4G,Normal Usage,Normal User
13440,318,2022-09-10,September,2022,0.79,246,4G,Normal Usage,Normal User
13441,224,2022-09-03,September,2022,18.29,269,4G,High Usage,Heavy User
13442,369,2024-01-09,January,2024,0.92,138,4G,Normal Usage,Normal User
13443,384,2022-04-16,April,2022,5.4,77,4G,Normal Usage,Normal User
13444,62,2022-07-12,July,2022,2.82,79,5G,Normal Usage,Normal User
13445,294,2022-11-12,November,2022,1.04,9,4G,Normal Usage,Normal User
13446,239,2022-10-29,October,2022,1.96,123,5G,Normal Usage,Normal User
13447,195,2023-07-02,July,2023,4.59,185,4G,Normal Usage,Normal User
