usage_id,customer_id,usage_date,usage_month,usage_year,data_used_gb,call_minutes,network_type,usage_category
13263,416,2022-07-15,July,2022,2.16,143,4G,Normal Usage
13264,282,2024-04-22,April,2024,0.66,84,5G,Normal Usage
13265,380,2022-01-29,January,2022,0.12,11,4G,Normal Usage
13266,144,2023-12-07,December,2023,7.26,251,5G,High Usage
13267,25,2022-01-16,January,2022,0.94,215,5G,Normal Usage
13268,310,2023-02-27,February,2023,1.46,125,4G,Normal Usage
13269,156,2023-08-12,August,2023,0.30,97,4G,Normal Usage
13270,73,2024-03-15,March,2024,4.53,27,4G,Normal Usage
13271,120,2023-08-16,August,2023,0.07,265,5G,Normal Usage
13272,312,2023-02-09,February,2023,4.49,51,5G,Normal Usage
13273,321,2023-09-28,September,2023,0.38,142,4G,Normal Usage
13274,93,2023-06-15,June,2023,5.44,131,5G,Normal Usage
13275,86,2023-09-06,September,2023,3.27,206,4G,Normal Usage
13276,336,2022-03-18,March,2022,0.45,61,4G,Normal Usage
13277,425,2022-08-17,August,2022,2.09,131,4G,Normal Usage
13278,499,2022-10-24,October,2022,0.94,40,4G,Normal Usage
13279,364,2023-05-25,May,2023,0.49,200,4G,Normal Usage
13280,435,2023-12-16,December,2023,4.90,98,4G,Normal Usage
13281,118,2023-07-27,July,2023,1.29,283,4G,Normal Usage
13282,233,2023-06-22,June,2023,1.27,46,5G,Normal Usage
13283,199,2023-08-06,August,2023,0.47,136,4G,Normal Usage
13284,206,2023-09-07,September,2023,1.21,129,4G,Normal Usage
13285,413,2022-11-22,November,2022,5.13,194,4G,Normal Usage
13286,339,2022-12-29,December,2022,1.13,116,5G,Normal Usage
13287,147,2023-10-31,October,2023,7.57,68,5G,High Usage
13288,450,2024-05-24,May,2024,7.31,27,5G,High Usage
13289,425,2022-12-25,December,2022,0.39,13,5G,Normal Usage
13290,429,2023-12-07,December,2023,0.49,45,4G,Normal Usage
13291,271,2024-02-26,February,2024,4.96,15,4G,Normal Usage
13292,387,2022-11-20,November,2022,1.25,208,5G,Normal Usage
13293,139,2023-11-29,November,2023,0.01,157,5G,Normal Usage
13294,181,2022-11-22,November,2022,0.80,226,4G,Normal Usage
13295,430,2023-09-17,September,2023,2.28,240,5G,Normal Usage
13296,30,2024-04-04,April,2024,4.01,57,5G,Normal Usage
13297,57,2022-06-14,June,2022,0.36,129,5G,Normal Usage
13298,232,2023-07-27,July,2023,0.29,216,5G,Normal Usage
13299,146,2023-08-27,August,2023,6.38,13,4G,High Usage
13300,435,2024-03-08,March,2024,3.48,242,4G,Normal Usage
13301,384,2023-03-31,March,2023,2.23,144,4G,Normal Usage
13302,48,2022-06-02,June,2022,3.67,102,4G,Normal Usage
13303,194,2024-01-07,January,2024,1.40,216,5G,Normal Usage
13304,224,2022-05-07,May,2022,3.55,63,4G,Normal Usage
13305,136,2022-07-12,July,2022,1.16,157,4G,Normal Usage
13306,22,2023-09-19,September,2023,0.70,161,4G,Normal Usage
13307,6,2024-02-13,February,2024,3.26,17,5G,Normal Usage
13308,204,2023-06-14,June,2023,1.36,215,4G,Normal Usage
13309,239,2022-01-10,January,2022,9.96,48,4G,High Usage
13310,185,2022-04-02,April,2022,1.07,55,4G,Normal Usage
13311,360,2022-05-19,May,2022,6.37,57,4G,High Usage
13312,292,2023-04-26,April,2023,6.76,154,5G,High Usage
13313,335,2023-03-25,March,2023,0.69,54,5G,Normal Usage
13314,220,2022-11-29,November,2022,4.00,18,4G,Normal Usage
13315,116,2024-05-18,May,2024,1.42,150,5G,Normal Usage
13316,313,2022-12-06,December,2022,6.24,107,4G,High Usage
13317,49,2022-02-21,February,2022,1.50,46,5G,Normal Usage
13318,173,2023-12-08,December,2023,3.41,206,4G,Normal Usage
13319,82,2023-04-11,April,2023,1.57,127,5G,Normal Usage
13320,322,2023-12-19,December,2023,0.65,184,4G,Normal Usage
13321,333,2024-03-09,March,2024,0.56,57,4G,Normal Usage
13322,45,2023-04-20,April,2023,1.39,142,4G,Normal Usage
13323,335,2023-02-05,February,2023,3.52,96,4G,Normal Usage
13324,20,2023-03-15,March,2023,2.32,46,5G,Normal Usage
13325,448,2024-05-27,May,2024,2.92,190,4G,Normal Usage
13326,221,2023-08-28,August,2023,0.83,139,4G,Normal Usage
13327,123,2024-03-31,March,2024,1.64,102,5G,Normal Usage
13328,234,2023-10-19,October,2023,0.11,230,4G,Normal Usage
13329,221,2023-08-21,August,2023,4.25,48,5G,Normal Usage
13330,323,2023-05-24,May,2023,11.49,111,4G,High Usage
13331,339,2022-06-02,June,2022,1.31,86,4G,Normal Usage
13332,3,2023-05-29,May,2023,0.03,281,5G,Normal Usage
13333,182,2023-05-18,May,2023,0.47,251,4G,Normal Usage
13334,206,2024-05-03,May,2024,2.64,73,4G,Normal Usage
13335,320,2024-02-11,February,2024,2.37,46,5G,Normal Usage
13336,40,2023-11-07,November,2023,3.88,75,4G,Normal Usage
13337,59,2022-01-06,January,2022,0.73,95,5G,Normal Usage
13338,439,2023-05-15,May,2023,3.61,30,5G,Normal Usage
13339,62,2023-10-23,October,2023,2.91,21,4G,Normal Usage
13340,132,2023-12-18,December,2023,0.97,16,5G,Normal Usage
13341,60,2022-04-28,April,2022,1.97,211,4G,Normal Usage
13342,372,2023-04-30,April,2023,0.40,147,4G,Normal Usage
13343,331,2023-08-24,August,2023,1.51,234,5G,Normal Usage
13344,122,2023-10-28,October,2023,5.33,86,5G,Normal Usage
13345,479,2023-11-10,November,2023,1.37,37,5G,Normal Usage
13346,107,2023-04-13,April,2023,4.57,52,5G,Normal Usage
13347,96,2022-06-10,June,2022,2.23,27,4G,Normal Usage
13348,347,2022-09-27,September,2022,0.53,76,4G,Normal Usage
13349,414,2022-02-25,February,2022,2.18,199,4G,Normal Usage
13350,235,2022-08-16,August,2022,1.76,172,4G,Normal Usage
13351,386,2024-04-28,April,2024,1.27,273,4G,Normal Usage
13352,62,2022-05-29,May,2022,0.32,49,5G,Normal Usage
13353,256,2022-02-15,February,2022,1.35,176,4G,Normal Usage
13354,49,2022-05-24,May,2022,0.19,226,5G,Normal Usage
13355,393,2024-01-20,January,2024,0.26,126,5G,Normal Usage
13356,348,2024-02-23,February,2024,1.34,20,4G,Normal Usage
13357,159,2023-09-24,September,2023,0.91,198,4G,Normal Usage
13358,124,2022-12-06,December,2022,6.49,188,4G,High Usage
13359,482,2023-02-17,February,2023,1.18,151,4G,Normal Usage
13360,317,2024-01-02,January,2024,3.55,159,5G,Normal Usage
13361,207,2023-06-04,June,2023,1.89,95,4G,Normal Usage
13362,48,2022-12-10,December,2022,3.04,74,5G,Normal Usage
13363,409,2023-01-22,January,2023,0.75,81,5G,Normal Usage
13364,420,2023-04-18,April,2023,7.11,127,4G,High Usage
13365,136,2022-10-02,October,2022,1.89,132,5G,Normal Usage
13366,201,2022-12-19,December,2022,4.45,138,4G,Normal Usage
13367,250,2022-03-07,March,2022,1.14,245,4G,Normal Usage
13368,314,2022-03-20,March,2022,0.26,290,4G,Normal Usage
13369,357,2023-08-21,August,2023,2.80,111,4G,Normal Usage
13370,368,2023-09-28,September,2023,0.02,202,4G,Normal Usage
13371,429,2022-07-21,July,2022,1.61,169,5G,Normal Usage
13372,318,2023-10-24,October,2023,0.54,86,4G,Normal Usage
13373,295,2023-07-12,July,2023,2.47,118,4G,Normal Usage
13374,480,2022-04-23,April,2022,9.71,97,4G,High Usage
13375,314,2022-04-01,April,2022,1.56,239,4G,Normal Usage
13376,500,2022-05-21,May,2022,4.25,137,4G,Normal Usage
13377,209,2022-10-16,October,2022,1.77,81,4G,Normal Usage
13378,355,2023-12-31,December,2023,1.71,235,4G,Normal Usage
13379,485,2023-08-12,August,2023,6.66,135,4G,High Usage
13380,211,2023-02-15,February,2023,5.52,281,4G,Normal Usage
13381,192,2023-01-12,January,2023,3.85,2,5G,Normal Usage
13382,44,2023-01-19,January,2023,0.88,58,4G,Normal Usage
13383,29,2024-04-25,April,2024,1.97,115,5G,Normal Usage
13384,59,2022-06-01,June,2022,0.63,130,4G,Normal Usage
13385,71,2024-04-14,April,2024,1.47,200,4G,Normal Usage
13386,92,2024-01-21,January,2024,1.66,291,4G,Normal Usage
13387,265,2023-09-19,September,2023,4.45,97,4G,Normal Usage
13388,383,2022-11-15,November,2022,5.66,215,4G,Normal Usage
13389,220,2023-01-04,January,2023,1.34,123,5G,Normal Usage
13390,390,2023-08-29,August,2023,0.04,72,4G,Normal Usage
13391,413,2023-07-14,July,2023,4.95,129,5G,Normal Usage
13392,442,2023-12-04,December,2023,0.48,26,4G,Normal Usage
13393,401,2023-04-07,April,2023,2.43,164,4G,Normal Usage
13394,400,2022-01-12,January,2022,0.06,67,4G,Normal Usage
13395,215,2022-06-05,June,2022,1.28,13,4G,Normal Usage
13396,479,2023-11-15,November,2023,10.66,97,5G,High Usage
13397,387,2023-04-22,April,2023,0.27,278,5G,Normal Usage
13398,277,2023-02-05,February,2023,1.38,246,5G,Normal Usage
13399,64,2024-03-18,March,2024,0.92,111,4G,Normal Usage
13400,346,2022-06-26,June,2022,5.89,206,4G,Normal Usage
13401,292,2022-12-07,December,2022,5.09,232,5G,Normal Usage
13402,490,2022-02-26,February,2022,0.68,60,4G,Normal Usage
13403,485,2024-05-04,May,2024,0.21,84,5G,Normal Usage
13404,245,2024-05-01,May,2024,2.47,182,4G,Normal Usage
13405,470,2023-03-24,March,2023,1.03,238,5G,Normal Usage
13406,62,2022-07-22,July,2022,2.79,249,5G,Normal Usage
13407,426,2023-11-28,November,2023,0.08,70,5G,Normal Usage
13408,332,2023-09-25,September,2023,0.36,227,4G,Normal Usage
13409,170,2024-01-08,January,2024,2.90,84,4G,Normal Usage
13410,445,2022-07-21,July,2022,0.60,270,4G,Normal Usage
13411,269,2022-11-26,November,2022,4.87,289,5G,Normal Usage
13412,267,2022-12-29,December,2022,0.15,235,5G,Normal Usage
13413,54,2024-06-10,June,2024,0.61,290,4G,Normal Usage
13414,16,2023-03-30,March,2023,16.36,38,4G,High Usage
13415,8,2022-12-22,December,2022,1.42,205,4G,Normal Usage
13416,104,2022-08-04,August,2022,3.03,182,5G,Normal Usage
13417,59,2023-07-09,July,2023,0.50,186,4G,Normal Usage
13418,313,2024-06-05,June,2024,2.35,132,4G,Normal Usage
13419,40,2022-01-23,January,2022,3.24,29,4G,Normal Usage
13420,237,2022-06-04,June,2022,0.94,254,4G,Normal Usage
13421,443,2022-07-05,July,2022,4.41,142,5G,Normal Usage
13422,386,2022-09-06,September,2022,2.31,102,4G,Normal Usage
13423,94,2024-01-19,January,2024,1.23,73,4G,Normal Usage
13424,222,2024-03-15,March,2024,2.04,54,4G,Normal Usage
13425,204,2022-05-14,May,2022,2.15,235,4G,Normal Usage
13426,138,2022-11-17,November,2022,0.45,59,4G,Normal Usage
13427,300,2023-01-25,January,2023,1.29,23,4G,Normal Usage
13428,395,2023-03-10,March,2023,1.05,21,4G,Normal Usage
13429,207,2022-01-22,January,2022,1.28,31,4G,Normal Usage
13430,336,2024-05-22,May,2024,3.58,2,5G,Normal Usage
13431,81,2023-08-23,August,2023,1.65,69,5G,Normal Usage
13432,218,2023-10-27,October,2023,7.05,159,5G,High Usage
13433,2,2022-05-05,May,2022,0.87,87,5G,Normal Usage
13434,178,2022-03-20,March,2022,1.34,58,4G,Normal Usage
13435,396,2024-05-07,May,2024,3.87,251,4G,Normal Usage
13436,371,2022-02-20,February,2022,1.97,218,5G,Normal Usage
13437,346,2023-12-29,December,2023,1.98,200,4G,Normal Usage
13438,279,2022-06-25,June,2022,0.14,76,4G,Normal Usage
13439,146,2024-05-19,May,2024,1.27,254,4G,Normal Usage
13440,318,2022-09-10,September,2022,0.79,246,4G,Normal Usage
13441,224,2022-09-03,September,2022,18.29,269,4G,High Usage
13442,369,2024-01-09,January,2024,0.92,138,4G,Normal Usage
13443,384,2022-04-16,April,2022,5.40,77,4G,Normal Usage
13444,62,2022-07-12,July,2022,2.82,79,5G,Normal Usage
13445,294,2022-11-12,November,2022,1.04,9,4G,Normal Usage
13446,239,2022-10-29,October,2022,1.96,123,5G,Normal Usage
13447,195,2023-07-02,July,2023,4.59,185,4G,Normal Usage
13448,166,2023-12-17,December,2023,5.37,33,4G,Normal Usage
13449,451,2024-02-18,February,2024,0.44,120,4G,Normal Usage
13450,222,2022-09-25,September,2022,1.04,79,4G,Normal Usage
13451,61,2022-06-19,June,2022,1.02,205,4G,Normal Usage
13452,129,2023-07-05,July,2023,0.11,52,4G,Normal Usage
13453,478,2023-03-31,March,2023,2.28,155,5G,Normal Usage
13454,173,2023-10-13,October,2023,4.82,273,5G,Normal Usage
13455,480,2022-10-19,October,2022,1.20,134,4G,Normal Usage
13456,156,2023-07-18,July,2023,3.37,97,4G,Normal Usage
13457,405,2024-03-09,March,2024,2.47,240,4G,Normal Usage
13458,378,2024-03-11,March,2024,1.18,44,4G,Normal Usage
13459,110,2022-05-21,May,2022,0.38,198,4G,Normal Usage
13460,269,2022-05-26,May,2022,3.09,290,5G,Normal Usage
13461,411,2023-03-01,March,2023,4.82,113,4G,Normal Usage
13462,356,2022-11-10,November,2022,2.89,276,5G,Normal Usage
13463,391,2022-07-03,July,2022,0.05,240,4G,Normal Usage
13464,278,2023-10-26,October,2023,0.61,155,5G,Normal Usage
13465,74,2023-12-14,December,2023,0.18,43,4G,Normal Usage
13466,487,2022-05-08,May,2022,2.11,79,5G,Normal Usage
13467,437,2022-10-14,October,2022,3.53,137,5G,Normal Usage
13468,463,2024-04-02,April,2024,0.29,150,4G,Normal Usage
13469,207,2022-09-10,September,2022,4.56,241,4G,Normal Usage
13470,388,2024-02-17,February,2024,2.03,142,5G,Normal Usage
13471,480,2023-12-01,December,2023,2.93,298,5G,Normal Usage
13472,279,2023-01-21,January,2023,8.89,49,4G,High Usage
13473,375,2022-08-18,August,2022,0.22,261,4G,Normal Usage
13474,326,2022-09-28,September,2022,5.79,160,4G,Normal Usage
13475,472,2024-02-10,February,2024,0.34,61,4G,Normal Usage
13476,340,2024-03-21,March,2024,1.25,54,4G,Normal Usage
13477,357,2023-02-19,February,2023,4.77,30,4G,Normal Usage
13478,340,2022-07-17,July,2022,5.92,289,4G,Normal Usage
13479,204,2022-11-19,November,2022,1.76,168,5G,Normal Usage
13480,161,2022-02-25,February,2022,2.25,265,5G,Normal Usage
13481,28,2024-04-10,April,2024,3.08,184,4G,Normal Usage
13482,392,2022-07-22,July,2022,4.47,2,5G,Normal Usage
13483,257,2024-02-22,February,2024,0.32,160,4G,Normal Usage
13484,165,2023-09-13,September,2023,4.15,259,4G,Normal Usage
13485,63,2023-09-20,September,2023,1.64,47,5G,Normal Usage
13486,22,2023-08-27,August,2023,1.50,253,4G,Normal Usage
13487,70,2022-05-18,May,2022,1.38,73,4G,Normal Usage
13488,381,2023-02-26,February,2023,1.78,165,4G,Normal Usage
13489,405,2024-03-25,March,2024,7.25,259,4G,High Usage
13490,96,2022-02-26,February,2022,1.99,3,5G,Normal Usage
13491,163,2023-07-16,July,2023,7.65,118,5G,High Usage
13492,79,2022-03-12,March,2022,0.50,272,5G,Normal Usage
13493,5,2023-08-17,August,2023,3.22,225,5G,Normal Usage
13494,316,2023-01-07,January,2023,4.18,69,5G,Normal Usage
13495,120,2023-09-09,September,2023,2.84,181,5G,Normal Usage
13496,302,2023-08-23,August,2023,2.33,263,4G,Normal Usage
13497,178,2023-05-29,May,2023,2.08,180,5G,Normal Usage
13498,176,2024-05-21,May,2024,4.93,4,4G,Normal Usage
13499,390,2022-03-25,March,2022,4.31,196,5G,Normal Usage
13500,217,2022-02-12,February,2022,0.33,46,4G,Normal Usage
13501,56,2023-10-28,October,2023,4.72,39,5G,Normal Usage
13502,366,2024-04-18,April,2024,1.34,121,5G,Normal Usage
13503,187,2023-08-29,August,2023,0.73,134,5G,Normal Usage
13504,232,2024-03-20,March,2024,5.10,139,5G,Normal Usage
13505,255,2022-05-13,May,2022,1.41,152,4G,Normal Usage
13506,413,2023-01-30,January,2023,4.13,27,4G,Normal Usage
13507,455,2022-03-06,March,2022,0.76,76,4G,Normal Usage
13508,104,2022-10-17,October,2022,0.01,174,4G,Normal Usage
13509,77,2023-01-11,January,2023,1.71,48,4G,Normal Usage
13510,230,2024-02-08,February,2024,0.26,273,4G,Normal Usage
13511,402,2023-04-12,April,2023,3.51,26,4G,Normal Usage
13512,258,2024-06-16,June,2024,0.81,220,5G,Normal Usage
13513,264,2022-08-01,August,2022,1.47,121,5G,Normal Usage
13514,331,2022-05-28,May,2022,0.23,68,4G,Normal Usage
13515,481,2023-07-27,July,2023,0.84,70,4G,Normal Usage
13516,182,2023-04-16,April,2023,3.80,149,4G,Normal Usage
13517,381,2022-05-29,May,2022,0.41,186,4G,Normal Usage
13518,256,2022-03-29,March,2022,2.60,245,4G,Normal Usage
13519,38,2022-11-20,November,2022,6.24,195,4G,High Usage
13520,176,2024-06-13,June,2024,2.85,31,4G,Normal Usage
13521,27,2023-01-31,January,2023,4.17,108,4G,Normal Usage
13522,276,2024-02-29,February,2024,0.29,0,4G,Normal Usage
13523,140,2023-02-08,February,2023,0.72,181,4G,Normal Usage
13524,299,2022-03-23,March,2022,5.62,173,5G,Normal Usage
13525,445,2023-10-03,October,2023,3.14,168,5G,Normal Usage
13526,287,2022-10-13,October,2022,2.55,247,4G,Normal Usage
13527,91,2023-01-17,January,2023,2.72,107,4G,Normal Usage
13528,480,2024-05-14,May,2024,1.34,296,4G,Normal Usage
13529,61,2024-03-02,March,2024,0.11,263,4G,Normal Usage
13530,458,2022-09-27,September,2022,3.84,29,4G,Normal Usage
13531,451,2022-10-19,October,2022,2.84,224,4G,Normal Usage
13532,365,2023-03-29,March,2023,1.60,88,4G,Normal Usage
13533,347,2023-12-16,December,2023,5.75,233,4G,Normal Usage
13534,163,2022-01-24,January,2022,1.02,167,5G,Normal Usage
13535,351,2024-05-12,May,2024,0.87,230,4G,Normal Usage
13536,143,2022-11-07,November,2022,5.15,125,4G,Normal Usage
13537,400,2023-04-06,April,2023,3.99,60,4G,Normal Usage
13538,253,2022-07-27,July,2022,1.81,119,4G,Normal Usage
13539,269,2024-03-02,March,2024,0.35,189,5G,Normal Usage
13540,369,2023-12-18,December,2023,0.61,120,4G,Normal Usage
13541,291,2023-10-26,October,2023,2.67,47,4G,Normal Usage
13542,500,2023-03-14,March,2023,1.22,201,4G,Normal Usage
13543,459,2023-06-22,June,2023,4.53,58,4G,Normal Usage
13544,187,2023-12-07,December,2023,7.49,184,4G,High Usage
13545,405,2022-12-02,December,2022,4.10,222,4G,Normal Usage
13546,499,2023-02-26,February,2023,1.19,10,5G,Normal Usage
13547,438,2024-01-20,January,2024,3.89,280,4G,Normal Usage
13548,459,2022-11-17,November,2022,1.08,188,4G,Normal Usage
13549,414,2023-05-12,May,2023,0.46,236,4G,Normal Usage
13550,304,2023-08-10,August,2023,0.08,33,5G,Normal Usage
13551,291,2022-06-12,June,2022,1.22,134,5G,Normal Usage
13552,86,2024-03-21,March,2024,5.85,61,5G,Normal Usage
13553,166,2023-06-25,June,2023,0.68,226,5G,Normal Usage
13554,415,2022-06-14,June,2022,0.58,92,5G,Normal Usage
13555,462,2024-04-28,April,2024,8.75,115,4G,High Usage
13556,408,2023-11-29,November,2023,0.06,132,5G,Normal Usage
13557,114,2023-07-20,July,2023,3.85,292,5G,Normal Usage
13558,433,2022-10-22,October,2022,0.97,192,4G,Normal Usage
13559,480,2022-02-11,February,2022,0.10,29,4G,Normal Usage
13560,356,2022-10-12,October,2022,6.25,297,5G,High Usage
13561,416,2023-01-22,January,2023,0.38,60,5G,Normal Usage
13562,183,2022-05-18,May,2022,2.01,27,5G,Normal Usage
13563,207,2022-07-06,July,2022,0.80,76,5G,Normal Usage
13564,256,2023-12-17,December,2023,0.17,120,5G,Normal Usage
13565,235,2023-03-07,March,2023,0.13,2,4G,Normal Usage
13566,442,2023-07-08,July,2023,0.31,36,4G,Normal Usage
13567,355,2024-05-11,May,2024,0.19,146,4G,Normal Usage
13568,3,2023-02-20,February,2023,3.57,91,4G,Normal Usage
13569,208,2024-03-10,March,2024,1.66,272,4G,Normal Usage
13570,197,2023-03-02,March,2023,1.05,86,4G,Normal Usage
13571,341,2023-02-20,February,2023,1.35,39,4G,Normal Usage
13572,125,2022-01-26,January,2022,6.61,177,5G,High Usage
13573,138,2023-01-06,January,2023,6.04,284,4G,High Usage
13574,339,2023-01-20,January,2023,3.14,41,5G,Normal Usage
13575,25,2022-02-25,February,2022,5.40,284,5G,Normal Usage
13576,68,2022-09-10,September,2022,0.96,65,4G,Normal Usage
13577,61,2023-09-26,September,2023,1.20,123,4G,Normal Usage
13578,29,2022-04-16,April,2022,2.38,144,5G,Normal Usage
13579,383,2022-05-10,May,2022,2.44,119,5G,Normal Usage
13580,19,2024-04-28,April,2024,1.64,108,4G,Normal Usage
13581,171,2023-11-01,November,2023,1.28,91,4G,Normal Usage
13582,450,2023-01-11,January,2023,10.70,59,4G,High Usage
13583,74,2024-01-13,January,2024,4.30,226,4G,Normal Usage
13584,61,2022-11-04,November,2022,1.43,239,4G,Normal Usage
13585,427,2022-04-01,April,2022,3.25,211,4G,Normal Usage
13586,153,2023-01-28,January,2023,0.79,97,4G,Normal Usage
13587,276,2023-06-18,June,2023,0.26,13,5G,Normal Usage
13588,48,2024-03-12,March,2024,1.09,217,4G,Normal Usage
13589,211,2022-04-20,April,2022,1.29,169,5G,Normal Usage
13590,343,2023-07-15,July,2023,0.04,279,5G,Normal Usage
13591,408,2023-10-03,October,2023,4.22,209,5G,Normal Usage
13592,139,2023-08-08,August,2023,1.11,255,4G,Normal Usage
13593,110,2022-12-06,December,2022,2.17,170,4G,Normal Usage
13594,482,2023-07-19,July,2023,0.19,72,5G,Normal Usage
13595,183,2022-12-22,December,2022,0.48,146,5G,Normal Usage
13596,28,2024-06-10,June,2024,5.51,105,4G,Normal Usage
13597,197,2022-06-17,June,2022,2.35,93,4G,Normal Usage
13598,191,2023-07-11,July,2023,7.50,62,5G,High Usage
13599,315,2023-03-28,March,2023,16.71,153,4G,High Usage
13600,389,2022-04-15,April,2022,1.16,254,4G,Normal Usage
13601,51,2022-05-30,May,2022,0.89,34,5G,Normal Usage
13602,149,2022-05-26,May,2022,4.89,295,4G,Normal Usage
13603,268,2023-12-17,December,2023,16.45,252,4G,High Usage
13604,50,2024-05-23,May,2024,2.48,156,5G,Normal Usage
13605,388,2022-10-26,October,2022,3.96,133,4G,Normal Usage
13606,246,2022-06-16,June,2022,3.81,128,4G,Normal Usage
13607,113,2023-12-14,December,2023,1.10,279,4G,Normal Usage
13608,170,2023-10-08,October,2023,2.13,251,4G,Normal Usage
13609,468,2023-12-24,December,2023,4.48,134,5G,Normal Usage
13610,166,2022-02-17,February,2022,2.91,10,4G,Normal Usage
13611,409,2023-09-30,September,2023,0.05,291,4G,Normal Usage
13612,14,2022-08-27,August,2022,1.03,147,4G,Normal Usage
13613,203,2022-01-07,January,2022,0.39,79,4G,Normal Usage
13614,288,2023-04-09,April,2023,0.66,190,4G,Normal Usage
13615,395,2023-03-29,March,2023,5.90,29,4G,Normal Usage
13616,189,2024-02-23,February,2024,0.09,228,4G,Normal Usage
13617,402,2024-06-15,June,2024,0.62,83,4G,Normal Usage
13618,155,2023-01-06,January,2023,0.93,149,4G,Normal Usage
13619,55,2023-07-03,July,2023,2.40,188,5G,Normal Usage
13620,182,2023-05-02,May,2023,1.91,20,4G,Normal Usage
13621,210,2022-07-30,July,2022,0.62,36,4G,Normal Usage
13622,376,2022-06-14,June,2022,0.45,245,4G,Normal Usage
13623,471,2022-05-05,May,2022,0.68,282,5G,Normal Usage
13624,75,2022-12-03,December,2022,1.75,101,4G,Normal Usage
13625,277,2022-07-11,July,2022,0.79,293,5G,Normal Usage
13626,428,2023-12-31,December,2023,7.37,231,4G,High Usage
13627,133,2022-08-02,August,2022,1.56,287,5G,Normal Usage
13628,343,2023-07-28,July,2023,0.15,244,4G,Normal Usage
13629,425,2022-11-24,November,2022,3.27,176,5G,Normal Usage
13630,59,2023-01-16,January,2023,1.00,212,5G,Normal Usage
13631,345,2023-11-04,November,2023,2.65,101,4G,Normal Usage
13632,489,2023-08-01,August,2023,0.82,285,4G,Normal Usage
13633,182,2024-03-08,March,2024,2.11,21,4G,Normal Usage
13634,458,2022-08-27,August,2022,3.70,18,4G,Normal Usage
13635,406,2023-06-16,June,2023,6.58,286,5G,High Usage
13636,339,2023-12-01,December,2023,0.76,275,4G,Normal Usage
13637,321,2022-03-23,March,2022,1.02,146,4G,Normal Usage
13638,64,2022-12-29,December,2022,1.56,39,4G,Normal Usage
13639,327,2023-05-20,May,2023,6.55,166,4G,High Usage
13640,260,2022-07-21,July,2022,5.79,90,5G,Normal Usage
13641,193,2023-05-19,May,2023,0.24,71,5G,Normal Usage
13642,143,2023-10-06,October,2023,0.35,282,4G,Normal Usage
13643,104,2022-02-06,February,2022,1.71,139,5G,Normal Usage
13644,460,2023-10-06,October,2023,0.28,238,5G,Normal Usage
13645,406,2023-08-12,August,2023,1.06,77,4G,Normal Usage
13646,214,2023-08-24,August,2023,0.40,198,5G,Normal Usage
13647,242,2023-02-06,February,2023,2.53,16,4G,Normal Usage
13648,431,2024-02-04,February,2024,7.46,217,4G,High Usage
13649,209,2024-05-05,May,2024,14.31,228,4G,High Usage
13650,93,2023-12-07,December,2023,1.18,137,5G,Normal Usage
13651,430,2022-06-25,June,2022,2.28,146,4G,Normal Usage
13652,142,2023-06-29,June,2023,4.85,209,4G,Normal Usage
13653,434,2023-07-24,July,2023,0.31,157,4G,Normal Usage
13654,404,2023-04-12,April,2023,2.92,152,4G,Normal Usage
13655,434,2022-07-20,July,2022,1.31,162,5G,Normal Usage
13656,112,2023-06-24,June,2023,0.58,100,4G,Normal Usage
13657,417,2023-07-01,July,2023,1.29,154,4G,Normal Usage
13658,375,2023-09-29,September,2023,0.20,9,4G,Normal Usage
13659,59,2023-01-29,January,2023,2.97,182,4G,Normal Usage
13660,43,2024-04-12,April,2024,0.73,133,4G,Normal Usage
13661,207,2022-02-11,February,2022,0.93,5,4G,Normal Usage
13662,268,2023-08-20,August,2023,0.32,257,4G,Normal Usage
13663,296,2023-01-28,January,2023,5.00,210,4G,Normal Usage
13664,118,2023-12-01,December,2023,1.70,50,4G,Normal Usage
13665,20,2023-09-15,September,2023,2.12,146,4G,Normal Usage
13666,222,2024-02-22,February,2024,2.11,127,5G,Normal Usage
13667,166,2023-03-17,March,2023,1.32,257,4G,Normal Usage
13668,131,2024-04-16,April,2024,0.53,50,5G,Normal Usage
13669,156,2023-09-09,September,2023,3.42,153,4G,Normal Usage
13670,184,2023-05-21,May,2023,0.34,69,4G,Normal Usage
13671,90,2022-11-16,November,2022,0.27,275,4G,Normal Usage
13672,94,2023-07-07,July,2023,3.10,278,4G,Normal Usage
13673,13,2022-08-03,August,2022,0.59,133,4G,Normal Usage
13674,461,2022-03-12,March,2022,0.92,219,5G,Normal Usage
13675,322,2023-07-22,July,2023,1.61,162,4G,Normal Usage
13676,293,2022-08-24,August,2022,1.49,135,4G,Normal Usage
13677,433,2022-10-08,October,2022,3.08,56,4G,Normal Usage
13678,230,2023-09-09,September,2023,2.44,176,5G,Normal Usage
13679,322,2024-06-05,June,2024,2.58,114,5G,Normal Usage
13680,292,2022-06-11,June,2022,3.13,148,4G,Normal Usage
13681,438,2022-07-10,July,2022,0.87,240,4G,Normal Usage
13682,26,2022-01-09,January,2022,0.97,122,4G,Normal Usage
13683,75,2022-03-01,March,2022,1.44,291,5G,Normal Usage
13684,456,2024-06-11,June,2024,0.92,68,5G,Normal Usage
13685,364,2024-03-27,March,2024,10.49,62,5G,High Usage
13686,424,2022-08-13,August,2022,4.21,220,4G,Normal Usage
13687,299,2024-03-29,March,2024,0.45,15,4G,Normal Usage
